actual,prob,cum_pos,fraction,gain,lift
1,0.9988001312851177,1,0.002857142857142857,0.018867924528301886,6.60377358490566
1,0.998689474201045,2,0.005714285714285714,0.03773584905660377,6.60377358490566
1,0.9948085663832587,3,0.008571428571428572,0.05660377358490566,6.60377358490566
1,0.9940992384401148,4,0.011428571428571429,0.07547169811320754,6.60377358490566
1,0.9925653389360297,5,0.014285714285714285,0.09433962264150944,6.603773584905661
1,0.9893210794404298,6,0.017142857142857144,0.11320754716981132,6.60377358490566
1,0.9819571024323829,7,0.02,0.1320754716981132,6.60377358490566
1,0.9816760380864593,8,0.022857142857142857,0.1509433962264151,6.60377358490566
1,0.977684749990814,9,0.025714285714285714,0.16981132075471697,6.60377358490566
0,0.9753826934928115,9,0.02857142857142857,0.16981132075471697,5.943396226415095
1,0.9742100855894753,10,0.03142857142857143,0.18867924528301888,6.003430531732419
1,0.9719295974313668,11,0.03428571428571429,0.20754716981132076,6.053459119496855
0,0.9711838020754933,11,0.037142857142857144,0.20754716981132076,5.587808417997097
0,0.9709540529527155,11,0.04,0.20754716981132076,5.188679245283019
1,0.9692177963166911,12,0.04285714285714286,0.22641509433962265,5.283018867924528
1,0.9672185497511079,13,0.045714285714285714,0.24528301886792453,5.365566037735849
1,0.9652365851381057,14,0.04857142857142857,0.2641509433962264,5.438401775804661
1,0.9623586189708793,15,0.05142857142857143,0.2830188679245283,5.50314465408805
0,0.9602619129218304,15,0.054285714285714284,0.2830188679245283,5.213505461767626
0,0.9500155084695048,15,0.05714285714285714,0.2830188679245283,4.952830188679245
1,0.943986256879727,16,0.06,0.3018867924528302,5.031446540880503
0,0.9429908716118234,16,0.06285714285714286,0.3018867924528302,4.802744425385934
1,0.9392662254784838,17,0.06571428571428571,0.32075471698113206,4.881050041017227
1,0.9390742735044674,18,0.06857142857142857,0.33962264150943394,4.952830188679245
1,0.9320135448670207,19,0.07142857142857142,0.3584905660377358,5.018867924528302
1,0.9258589782684554,20,0.07428571428571429,0.37735849056603776,5.079825834542816
1,0.9179692347564631,21,0.07714285714285714,0.39622641509433965,5.136268343815514
1,0.9110317760711879,22,0.08,0.41509433962264153,5.188679245283019
0,0.9031565866004327,22,0.08285714285714285,0.41509433962264153,5.009759271307743
1,0.8990814998669817,23,0.08571428571428572,0.4339622641509434,5.062893081761007
1,0.8933739504459249,24,0.08857142857142856,0.4528301886792453,5.112598904443092
0,0.8902958567658035,24,0.09142857142857143,0.4528301886792453,4.952830188679245
1,0.8711060943274315,25,0.09428571428571429,0.4716981132075472,5.002858776443682
0,0.8661110016622371,25,0.09714285714285714,0.4716981132075472,4.855715871254162
0,0.8512742457376488,25,0.1,0.4716981132075472,4.716981132075471
0,0.8500056922797339,25,0.10285714285714286,0.4716981132075472,4.585953878406709
1,0.8497282168251618,26,0.10571428571428572,0.49056603773584906,4.640489546149923
0,0.8456695613550632,26,0.10857142857142857,0.49056603773584906,4.5183714001986095
0,0.8402241866846094,26,0.11142857142857143,0.49056603773584906,4.40251572327044
0,0.8251789247003025,26,0.11428571428571428,0.49056603773584906,4.2924528301886795
0,0.8102661764307362,26,0.11714285714285715,0.49056603773584906,4.187758858720662
1,0.7960334798210368,27,0.12,0.5094339622641509,4.245283018867925
0,0.7894640953187473,27,0.12285714285714286,0.5094339622641509,4.146555506801229
0,0.7807350158019527,27,0.12571428571428572,0.5094339622641509,4.052315608919383
1,0.778934789875835,28,0.12857142857142856,0.5283018867924528,4.1090146750524115
0,0.7787818855252487,28,0.13142857142857142,0.5283018867924528,4.0196882690730105
0,0.7768646421465024,28,0.13428571428571429,0.5283018867924528,3.9341629867523085
0,0.7751307889935759,28,0.13714285714285715,0.5283018867924528,3.852201257861635
0,0.7630217191935856,28,0.14,0.5283018867924528,3.773584905660377
0,0.7560064091288354,28,0.14285714285714285,0.5283018867924528,3.69811320754717
1,0.7548047543953246,29,0.1457142857142857,0.5471698113207547,3.755086940436552
0,0.736481595904766,29,0.14857142857142858,0.5471698113207547,3.682873730043541
0,0.7286386231200987,29,0.15142857142857144,0.5471698113207547,3.6133855464578137
0,0.7262878897358644,29,0.15428571428571428,0.5471698113207547,3.5464709993011883
0,0.7170865533035518,29,0.15714285714285714,0.5471698113207547,3.481989708404803
0,0.7155098275153742,29,0.16,0.5471698113207547,3.4198113207547167
0,0.7106645121774007,29,0.16285714285714287,0.5471698113207547,3.359814630916915
0,0.7094715816599843,29,0.1657142857142857,0.5471698113207547,3.3018867924528306
1,0.696441686079901,30,0.16857142857142857,0.5660377358490566,3.3578509753757597
0,0.6905509671205738,30,0.17142857142857143,0.5660377358490566,3.30188679245283
0,0.6852182915538457,30,0.1742857142857143,0.5660377358490566,3.2477575007732753
1,0.6817250411870666,31,0.17714285714285713,0.5849056603773585,3.30188679245283
0,0.676955387065611,31,0.18,0.5849056603773585,3.249475890985325
1,0.6664565159802984,32,0.18285714285714286,0.6037735849056604,3.30188679245283
0,0.6664492152149559,32,0.18571428571428572,0.6037735849056604,3.2510885341074016
0,0.6488621253596308,32,0.18857142857142858,0.6037735849056604,3.2018296169239564
0,0.6383104596793653,32,0.19142857142857142,0.6037735849056604,3.154041115178823
0,0.6367379158567164,32,0.19428571428571428,0.6037735849056604,3.1076581576026636
0,0.6321604192009793,32,0.19714285714285715,0.6037735849056604,3.0626196335794367
1,0.6313767789649642,33,0.2,0.6226415094339622,3.113207547169811
0,0.6226419989048727,33,0.20285714285714285,0.6226415094339622,3.0693595535477014
0,0.599383046452738,33,0.2057142857142857,0.6226415094339622,3.0267295597484276
0,0.5967538555247228,33,0.20857142857142857,0.6226415094339622,2.9852675109847504
1,0.5944484648508106,34,0.21142857142857144,0.6415094339622641,3.0341662417134114
0,0.593085965225439,34,0.21428571428571427,0.6415094339622641,2.9937106918238996
0,0.5914794369285438,34,0.21714285714285714,0.6415094339622641,2.9543197616683217
0,0.5853748781138352,34,0.22,0.6415094339622641,2.915951972555746
1,0.568915226730163,35,0.22285714285714286,0.660377358490566,2.9632317368166423
0,0.565067872469249,35,0.2257142857142857,0.660377358490566,2.9257224743252928
0,0.5283560379743438,35,0.22857142857142856,0.660377358490566,2.8891509433962264
0,0.5246573413811522,35,0.23142857142857143,0.660377358490566,2.8534824132308407
1,0.5229170392538496,36,0.2342857142857143,0.6792452830188679,2.899217671421997
0,0.5179711626905484,36,0.23714285714285716,0.6792452830188679,2.8642873380313705
0,0.4920309068043278,36,0.24,0.6792452830188679,2.830188679245283
0,0.4781938033996152,36,0.24285714285714285,0.6792452830188679,2.796892341842397
1,0.46891445785833513,37,0.24571428571428572,0.6981132075471698,2.841158402808249
0,0.4657702142653424,37,0.24857142857142858,0.6981132075471698,2.808501409672522
0,0.45940720410707586,37,0.25142857142857145,0.6981132075471698,2.7765866209262433
0,0.45760552720603864,37,0.2542857142857143,0.6981132075471698,2.7453890184439262
0,0.4566578277803843,37,0.2571428571428571,0.6981132075471698,2.7148846960167714
0,0.4533290942611146,37,0.26,0.6981132075471698,2.685050798258345
0,0.4447474558798526,37,0.26285714285714284,0.6981132075471698,2.655865463494668
0,0.4419802930519292,37,0.26571428571428574,0.6981132075471698,2.6273077703388106
0,0.44153537627056066,37,0.26857142857142857,0.6981132075471698,2.599357687675632
0,0.4355701589878986,37,0.2714285714285714,0.6981132075471698,2.5719960278053624
0,0.4321469424256837,37,0.2742857142857143,0.6981132075471698,2.545204402515723
0,0.4309595545098956,37,0.27714285714285714,0.6981132075471698,2.518965181871231
0,0.4301320868079979,37,0.28,0.6981132075471698,2.493261455525606
1,0.43007065578664044,38,0.28285714285714286,0.7169811320754716,2.5347817800647987
1,0.42808943378113573,39,0.2857142857142857,0.7358490566037735,2.5754716981132075
0,0.4241644644373257,39,0.2885714285714286,0.7358490566037735,2.549971978329908
1,0.42045596896755105,40,0.2914285714285714,0.7547169811320755,2.589715131335553
0,0.40422106216987386,40,0.29428571428571426,0.7547169811320755,2.564572265982781
0,0.40096569176329183,40,0.29714285714285715,0.7547169811320755,2.539912917271408
