actual,prob,cum_pos,fraction,gain,lift
1,0.9999916293378883,1,0.002857142857142857,0.018867924528301886,6.60377358490566
1,0.9998796200298647,2,0.005714285714285714,0.03773584905660377,6.60377358490566
1,0.997939127653423,3,0.008571428571428572,0.05660377358490566,6.60377358490566
1,0.996307848451191,4,0.011428571428571429,0.07547169811320754,6.60377358490566
1,0.9961926853852997,5,0.014285714285714285,0.09433962264150944,6.603773584905661
1,0.9953359060523336,6,0.017142857142857144,0.11320754716981132,6.60377358490566
1,0.9885338177836704,7,0.02,0.1320754716981132,6.60377358490566
1,0.9875564642496667,8,0.022857142857142857,0.1509433962264151,6.60377358490566
1,0.9865813129412258,9,0.025714285714285714,0.16981132075471697,6.60377358490566
1,0.9845224273309989,10,0.02857142857142857,0.18867924528301888,6.603773584905661
1,0.978134843931412,11,0.03142857142857143,0.20754716981132076,6.60377358490566
0,0.9759565029932404,11,0.03428571428571429,0.20754716981132076,6.053459119496855
1,0.9758981498233231,12,0.037142857142857144,0.22641509433962265,6.095791001451379
0,0.9739483280990386,12,0.04,0.22641509433962265,5.660377358490566
0,0.973871974594205,12,0.04285714285714286,0.22641509433962265,5.283018867924528
1,0.9679627792445186,13,0.045714285714285714,0.24528301886792453,5.365566037735849
1,0.9598881814457709,14,0.04857142857142857,0.2641509433962264,5.438401775804661
1,0.95520119906189,15,0.05142857142857143,0.2830188679245283,5.50314465408805
0,0.9522145360212202,15,0.054285714285714284,0.2830188679245283,5.213505461767626
1,0.9490394132299869,16,0.05714285714285714,0.3018867924528302,5.283018867924528
1,0.94852011376513,17,0.06,0.32075471698113206,5.345911949685535
1,0.9306792722505725,18,0.06285714285714286,0.33962264150943394,5.403087478559176
0,0.9239326016631181,18,0.06571428571428571,0.33962264150943394,5.1681706316652996
1,0.9237925720474863,19,0.06857142857142857,0.3584905660377358,5.227987421383647
1,0.9121930877981979,20,0.07142857142857142,0.37735849056603776,5.283018867924529
1,0.8951856540634239,21,0.07428571428571429,0.39622641509433965,5.333817126269957
0,0.8896158490481554,21,0.07714285714285714,0.39622641509433965,5.136268343815514
0,0.8774054375478308,21,0.08,0.39622641509433965,4.952830188679245
0,0.8742204993228385,21,0.08285714285714285,0.39622641509433965,4.782042940793755
0,0.8637806412087451,21,0.08571428571428572,0.39622641509433965,4.622641509433962
1,0.8626422728408668,22,0.08857142857142856,0.41509433962264153,4.686548995739502
1,0.8598323917058982,23,0.09142857142857143,0.4339622641509434,4.746462264150944
1,0.8588630361785271,24,0.09428571428571429,0.4528301886792453,4.802744425385935
1,0.8557261233370834,25,0.09714285714285714,0.4716981132075472,4.855715871254162
1,0.8507609406779681,26,0.1,0.49056603773584906,4.90566037735849
0,0.8376484550021494,26,0.10285714285714286,0.49056603773584906,4.769392033542977
0,0.8370691464699089,26,0.10571428571428572,0.49056603773584906,4.640489546149923
0,0.8287854308540158,26,0.10857142857142857,0.49056603773584906,4.5183714001986095
1,0.8250948316312935,27,0.11142857142857143,0.5094339622641509,4.571843251088534
1,0.8144746492688957,28,0.11428571428571428,0.5283018867924528,4.622641509433962
1,0.8085358839120875,29,0.11714285714285715,0.5471698113207547,4.670961803957662
0,0.7948589709125949,29,0.12,0.5471698113207547,4.559748427672956
0,0.7712059691393762,29,0.12285714285714286,0.5471698113207547,4.453707766564283
0,0.768745906317656,29,0.12571428571428572,0.5471698113207547,4.352487135506003
0,0.7678960898139078,29,0.12857142857142856,0.5471698113207547,4.255765199161426
1,0.7673412599944271,30,0.13142857142857142,0.5660377358490566,4.306808859721083
1,0.7655479484813316,31,0.13428571428571429,0.5849056603773585,4.355680449618627
0,0.7583831568960732,31,0.13714285714285715,0.5849056603773585,4.2649371069182385
1,0.7571076502644976,32,0.14,0.6037735849056604,4.3126684636118595
0,0.7544186883967351,32,0.14285714285714285,0.6037735849056604,4.226415094339623
0,0.7523010352071161,32,0.1457142857142857,0.6037735849056604,4.143544210136885
0,0.7437212349267228,32,0.14857142857142858,0.6037735849056604,4.063860667634252
0,0.7362819533607511,32,0.15142857142857144,0.6037735849056604,3.9871840512637946
1,0.7322230600231406,33,0.15428571428571428,0.6226415094339622,4.035639412997904
0,0.7221973196088798,33,0.15714285714285714,0.6226415094339622,3.9622641509433962
0,0.7077236782738616,33,0.16,0.6226415094339622,3.891509433962264
0,0.7029800925538863,33,0.16285714285714287,0.6226415094339622,3.8232373386295926
0,0.6925222251668092,33,0.1657142857142857,0.6226415094339622,3.757319453480807
0,0.690780207805082,33,0.16857142857142857,0.6226415094339622,3.6936360729133355
0,0.6790535149531369,33,0.17142857142857143,0.6226415094339622,3.632075471698113
0,0.6721364530819891,33,0.1742857142857143,0.6226415094339622,3.572533250850603
0,0.6686286629592993,33,0.17714285714285713,0.6226415094339622,3.514911746804626
0,0.6684889790983212,33,0.18,0.6226415094339622,3.459119496855346
0,0.6516632428767725,33,0.18285714285714286,0.6226415094339622,3.405070754716981
0,0.6458665065652621,33,0.18571428571428572,0.6226415094339622,3.352685050798258
0,0.6453827126704812,33,0.18857142857142858,0.6226415094339622,3.3018867924528297
0,0.6445459195287694,33,0.19142857142857142,0.6226415094339622,3.252604900028161
0,0.6310592629896309,33,0.19428571428571428,0.6226415094339622,3.2047724750277466
1,0.6287559502232944,34,0.19714285714285715,0.6415094339622641,3.254033360678151
0,0.6108065338621579,34,0.2,0.6415094339622641,3.2075471698113205
0,0.6018822107856044,34,0.20285714285714285,0.6415094339622641,3.162370449109753
0,0.587140697896181,34,0.2057142857142857,0.6415094339622641,3.1184486373165616
0,0.5848349692720209,34,0.20857142857142857,0.6415094339622641,3.075730162832773
0,0.5681469050250764,34,0.21142857142857144,0.6415094339622641,3.0341662417134114
0,0.5374960230508897,34,0.21428571428571427,0.6415094339622641,2.9937106918238996
