actual,prob,cum_pos,fraction,gain,lift
1,1.0,1,0.002857142857142857,0.018867924528301886,6.60377358490566
1,0.9999999999999973,2,0.005714285714285714,0.03773584905660377,6.60377358490566
1,0.9999999999965907,3,0.008571428571428572,0.05660377358490566,6.60377358490566
0,0.9999999998819804,3,0.011428571428571429,0.05660377358490566,4.952830188679245
1,0.9999999961648915,4,0.014285714285714285,0.07547169811320754,5.283018867924528
1,0.9999999097247315,5,0.017142857142857144,0.09433962264150944,5.50314465408805
1,0.9999997814440196,6,0.02,0.11320754716981132,5.660377358490566
1,0.999999533901781,7,0.022857142857142857,0.1320754716981132,5.778301886792453
0,0.9999979436119163,7,0.025714285714285714,0.1320754716981132,5.136268343815513
1,0.9999974172729644,8,0.02857142857142857,0.1509433962264151,5.283018867924528
0,0.9999974098633067,8,0.03142857142857143,0.1509433962264151,4.802744425385934
0,0.9999969995128745,8,0.03428571428571429,0.1509433962264151,4.40251572327044
1,0.9999940515294506,9,0.037142857142857144,0.16981132075471697,4.571843251088533
0,0.9999886209038067,9,0.04,0.16981132075471697,4.245283018867924
1,0.9999391383374746,10,0.04285714285714286,0.18867924528301888,4.40251572327044
1,0.999932491353279,11,0.045714285714285714,0.20754716981132076,4.540094339622642
1,0.9999201784333593,12,0.04857142857142857,0.22641509433962265,4.661487236403996
0,0.9999165201252015,12,0.05142857142857143,0.22641509433962265,4.40251572327044
0,0.9998606368719761,12,0.054285714285714284,0.22641509433962265,4.1708043694141015
0,0.9998260892937925,12,0.05714285714285714,0.22641509433962265,3.9622641509433962
0,0.9997403727951533,12,0.06,0.22641509433962265,3.7735849056603774
0,0.9997373278998832,12,0.06285714285714286,0.22641509433962265,3.602058319039451
0,0.9996758309805218,12,0.06571428571428571,0.22641509433962265,3.4454470877768664
0,0.9996373730529257,12,0.06857142857142857,0.22641509433962265,3.30188679245283
0,0.9995240238545579,12,0.07142857142857142,0.22641509433962265,3.169811320754717
1,0.9994631467771194,13,0.07428571428571429,0.24528301886792453,3.30188679245283
1,0.9993094297131164,14,0.07714285714285714,0.2641509433962264,3.4241788958770094
0,0.9987055117102249,14,0.08,0.2641509433962264,3.30188679245283
1,0.9987013565678136,15,0.08285714285714285,0.2830188679245283,3.4157449577098244
0,0.9985189029334898,15,0.08571428571428572,0.2830188679245283,3.30188679245283
0,0.9983111129558266,15,0.08857142857142856,0.2830188679245283,3.1953743152769327
0,0.9983098410306463,15,0.09142857142857143,0.2830188679245283,3.095518867924528
1,0.9973598600836412,16,0.09428571428571429,0.3018867924528302,3.2018296169239564
1,0.9972816540267376,17,0.09714285714285714,0.32075471698113206,3.30188679245283
1,0.996478644741267,18,0.1,0.33962264150943394,3.3962264150943393
1,0.9964767290702422,19,0.10285714285714286,0.3584905660377358,3.485324947589098
0,0.9958173537715618,19,0.10571428571428572,0.3584905660377358,3.391126976032636
0,0.9956575248112945,19,0.10857142857142857,0.3584905660377358,3.30188679245283
0,0.9942500184735755,19,0.11142857142857143,0.3584905660377358,3.217223028543783
0,0.992281548262643,19,0.11428571428571428,0.3584905660377358,3.1367924528301887
0,0.9915228737241891,19,0.11714285714285715,0.3584905660377358,3.06028531983433
1,0.9911744415876308,20,0.12,0.37735849056603776,3.1446540880503147
1,0.9910519234879877,21,0.12285714285714286,0.39622641509433965,3.2250987275120666
0,0.990997433072389,21,0.12571428571428572,0.39622641509433965,3.1518010291595195
0,0.9895270955122479,21,0.12857142857142856,0.39622641509433965,3.081761006289309
0,0.9890356381185434,21,0.13142857142857142,0.39622641509433965,3.0147662018047585
0,0.9874414026415257,21,0.13428571428571429,0.39622641509433965,2.9506222400642312
0,0.9872357649283295,21,0.13714285714285715,0.39622641509433965,2.8891509433962264
1,0.985421080964796,22,0.14,0.41509433962264153,2.9649595687331534
0,0.98437139580174,22,0.14285714285714285,0.41509433962264153,2.905660377358491
0,0.977860970079026,22,0.1457142857142857,0.41509433962264153,2.8486866444691086
1,0.9743930579436013,23,0.14857142857142858,0.4339622641509434,2.9208998548621192
0,0.9739695960042334,23,0.15142857142857144,0.4339622641509434,2.8657885368458524
1,0.9726797569245195,24,0.15428571428571428,0.4528301886792453,2.9350104821802936
0,0.9723831545906751,24,0.15714285714285714,0.4528301886792453,2.881646655231561
0,0.9716605722877923,24,0.16,0.4528301886792453,2.830188679245283
0,0.9711539741868619,24,0.16285714285714287,0.4528301886792453,2.780536246276067
0,0.9702284863258362,24,0.1657142857142857,0.4528301886792453,2.73259596616786
0,0.9701730664932998,24,0.16857142857142857,0.4528301886792453,2.6862807803006077
0,0.9697849730313132,24,0.17142857142857143,0.4528301886792453,2.641509433962264
0,0.9664186823595015,24,0.1742857142857143,0.4528301886792453,2.5982060006186205
0,0.9625462558722044,24,0.17714285714285713,0.4528301886792453,2.556299452221546
0,0.9604811748104611,24,0.18,0.4528301886792453,2.515723270440252
1,0.9552959075368347,25,0.18285714285714286,0.4716981132075472,2.5795990566037736
0,0.9546530057961901,25,0.18571428571428572,0.4716981132075472,2.539912917271408
0,0.952571850156991,25,0.18857142857142858,0.4716981132075472,2.501429388221841
0,0.9498494885642943,25,0.19142857142857142,0.4716981132075472,2.4640946212334556
0,0.9484974343255838,25,0.19428571428571428,0.4716981132075472,2.427857935627081
0,0.9441748728954386,25,0.19714285714285715,0.4716981132075472,2.392671588733935
0,0.937222744341969,25,0.2,0.4716981132075472,2.3584905660377355
0,0.9367100198805697,25,0.20285714285714285,0.4716981132075472,2.325272389051289
0,0.9362678131014451,25,0.2057142857142857,0.4716981132075472,2.2929769392033545
1,0.9328064247517367,26,0.20857142857142857,0.49056603773584906,2.3520289480485914
0,0.9323224200248937,26,0.21142857142857144,0.49056603773584906,2.3202447730749616
0,0.9317942463056824,26,0.21428571428571427,0.49056603773584906,2.289308176100629
0,0.9299934878287214,26,0.21714285714285714,0.49056603773584906,2.2591857000993047
1,0.9290425681524669,27,0.22,0.5094339622641509,2.3156089193825045
0,0.9275113472870863,27,0.22285714285714286,0.5094339622641509,2.285921625544267
0,0.9218498895804671,27,0.2257142857142857,0.5094339622641509,2.256985908765226
1,0.9177996024079237,28,0.22857142857142856,0.5283018867924528,2.311320754716981
0,0.91589963661876,28,0.23142857142857143,0.5283018867924528,2.2827859305846725
0,0.9137084556112501,28,0.2342857142857143,0.5283018867924528,2.2549470777726643
0,0.9010666006216356,28,0.23714285714285716,0.5283018867924528,2.227779040691066
0,0.8996555316270528,28,0.24,0.5283018867924528,2.20125786163522
0,0.8938743734252259,28,0.24285714285714285,0.5283018867924528,2.1753607103218644
1,0.8843514798450438,29,0.24571428571428572,0.5471698113207547,2.2268538832821414
1,0.8837170770834124,30,0.24857142857142858,0.5660377358490566,2.2771633051398825
1,0.8737837864339302,31,0.25142857142857145,0.5849056603773585,2.326329331046312
0,0.8391272573709605,31,0.2542857142857143,0.5849056603773585,2.300190799236803
1,0.7945604480278402,32,0.2571428571428571,0.6037735849056604,2.348008385744235
0,0.7872239437341589,32,0.26,0.6037735849056604,2.3222060957910013
1,0.7658232129822898,33,0.26285714285714284,0.6226415094339622,2.3687448728465954
0,0.7613770815279116,33,0.26571428571428574,0.6226415094339622,2.34327449786975
0,0.7547230547739986,33,0.26857142857142857,0.6226415094339622,2.318346045764753
0,0.7471814097059004,33,0.2714285714285714,0.6226415094339622,2.293942403177756
0,0.7444016724470922,33,0.2742857142857143,0.6226415094339622,2.2700471698113205
0,0.7298162843307527,33,0.27714285714285714,0.6226415094339622,2.2466446216689357
1,0.7132173238552348,34,0.28,0.6415094339622641,2.2911051212938003
0,0.7033103522579354,34,0.28285714285714286,0.6415094339622641,2.267962645321136
0,0.6918541473864899,34,0.2857142857142857,0.6415094339622641,2.2452830188679247
0,0.6483151935143553,34,0.2885714285714286,0.6415094339622641,2.223052493928638
0,0.6322475743497735,34,0.2914285714285714,0.6415094339622641,2.20125786163522
0,0.6141809007369636,34,0.29428571428571426,0.6415094339622641,2.1798864260853636
0,0.6125026507462832,34,0.29714285714285715,0.6415094339622641,2.1589259796806965
0,0.6109998807730707,34,0.3,0.6415094339622641,2.138364779874214
0,0.5968183822471661,34,0.3028571428571429,0.6415094339622641,2.1181915272338907
0,0.5952749789952871,34,0.3057142857142857,0.6415094339622641,2.098395344736378
0,0.5941151883088654,34,0.30857142857142855,0.6415094339622641,2.0789657582110412
0,0.5805656111423594,34,0.31142857142857144,0.6415094339622641,2.059892677860481
0,0.5782189122907765,34,0.3142857142857143,0.6415094339622641,2.041166380789022
0,0.5753024840417735,34,0.3171428571428571,0.6415094339622641,2.0227774944756076
0,0.573455338204391,34,0.32,0.6415094339622641,2.0047169811320753
0,0.5439767780047807,34,0.32285714285714284,0.6415094339622641,1.9869761228919687
0,0.5414442483025196,34,0.32571428571428573,0.6415094339622641,1.969546507778881
0,0.5383143128755381,34,0.32857142857142857,0.6415094339622641,1.9524200164068908
0,0.5378732261141127,34,0.3314285714285714,0.6415094339622641,1.9355888093689004
0,0.5311376266873382,34,0.3342857142857143,0.6415094339622641,1.9190453152717302
0,0.5301335729419834,34,0.33714285714285713,0.6415094339622641,1.9027822193795971
0,0.5139462870558962,34,0.34,0.6415094339622641,1.8867924528301885
1,0.4710296492574358,35,0.34285714285714286,0.660377358490566,1.9261006289308176
1,0.4684745479751614,36,0.3457142857142857,0.6792452830188679,1.964759083112428
0,0.4650900435184675,36,0.3485714285714286,0.6792452830188679,1.948654500463965
0,0.46146899883464143,36,0.3514285714285714,0.6792452830188679,1.932811780947998
0,0.45662913707022107,36,0.35428571428571426,0.6792452830188679,1.9172245891661595
0,0.4359341707020264,36,0.35714285714285715,0.6792452830188679,1.90188679245283
